AORKEY,Target Coordinates,DateObs,Mission,Read Mode,Cycling DPattern,DScale,DPosition,FTime (sec),Time (MJD),Flux (mJy),Error (mJy),Spread (%),Outliers Rejected
40541184,"75.9719662, -24.3881463",2010-10-15T10:10:31.063,WARM,SUB,NO,medium,4,0.02,55484.4239706,2107.4006399797745,30.855279561119566,1.4641392327476799,0
40541440,"193.57774951, -11.648570",2011-03-29T10:01:49.218,WARM,SUB,NO,medium,4,0.02,55649.4179308,1426.4897148630191,49.27194447609283,3.454069381833871,0
40541696,"314.41935458, -16.031540",2011-06-23T15:15:05.727,WARM,SUB,NO,medium,4,0.02,55735.6354829,1861.4785519542866,49.9947179516322,2.6857531019707364,0
40542464,"61.75190404,  29.0013078",2010-10-26T08:53:30.878,WARM,SUB,NO,medium,4,0.02,55495.3704963,5248.675274390774,80.37458954626636,1.5313309615176305,0
40542720,"353.33157871, -77.385332",2010-10-07T05:31:16.693,WARM,SUB,NO,medium,4,0.02,55476.2300543,5616.2931995108465,51.59325662039828,0.918635384365115,0
40542976,"159.32558312, -48.225620",2011-04-15T22:12:46.895,WARM,SUB,NO,medium,4,0.02,55666.9255428,17212.288011248675,282.2995374259481,1.640104658029531,0
40543488,"161.25947613,  3.3066804",2011-01-20T09:30:02.995,WARM,SUB,NO,medium,4,0.02,55581.395868,1283.261624153119,38.285288153585206,2.9834359130665464,0
40543744,"83.26214154,  68.0129702",2011-04-14T16:06:49.746,WARM,SUB,NO,medium,4,0.02,55665.6714091,1523.032929183092,0.0,0.0,0
40544000,"209.66977269, -44.803587",2011-04-18T20:47:15.338,WARM,SUB,NO,medium,4,0.02,55669.8661498,4464.1770090926075,54.95321896532275,1.2309820791916266,0
40544768,"65.51465897,  14.0771992",2010-10-27T07:46:18.370,WARM,SUB,NO,medium,4,0.02,55496.3238237,2991.3466975386787,184.93386786382348,6.182294684062854,0
40545024,"102.50422917, -60.249144",2010-12-23T11:31:15.235,WARM,SUB,NO,medium,4,0.02,55553.4800374,2860.713585813398,30.883519993007038,1.079573996717529,0
40545280,"192.52145158, -7.6321995",2011-03-29T10:13:54.635,WARM,SUB,NO,medium,4,0.02,55649.4263268,1354.1447753661887,59.940338336974484,4.42643500365501,0
40545536,"206.5572196,  30.8970114",2011-03-31T20:54:18.233,WARM,SUB,NO,medium,4,0.02,55651.8710444,2400.010312587669,43.51702845840223,1.8132017279326844,0
40545792,"91.66865822,  15.5421053",2010-11-25T12:00:28.607,WARM,SUB,NO,medium,4,0.02,55525.5003311,3430.1390095005067,38.167592271656645,1.1127126966558294,0
40546048,"31.62601477,  24.3339922",2010-09-27T07:52:23.535,WARM,SUB,NO,medium,4,0.02,55466.3280502,2253.401931854833,24.376788595962502,1.081777212106024,0
40547584,"333.07059563, -54.977970",2010-11-26T15:56:56.304,WARM,SUB,NO,medium,4,0.1,55526.6645406,377.91758076406035,18.02126264113073,4.768569539605958,0
40547840,"21.30214828,  28.5666948",2010-10-01T16:50:25.674,WARM,SUB,NO,medium,4,0.02,55470.701686,1490.5039801147225,39.388361002043844,2.642620316854985,0
40548608,"301.04185799,  25.790228",2011-01-03T05:27:10.000,WARM,SUB,NO,medium,4,0.02,55564.2271991,1706.602033540348,38.09164386932817,2.232016786614687,0
40548864,"270.12087069, -3.6902673",2010-10-27T00:17:46.880,WARM,SUB,NO,medium,4,0.02,55496.0123481,9734.81436810944,267.473153937196,2.7475937786078286,0
40550912,"200.92942392,  42.146551",2011-03-29T07:41:51.431,WARM,SUB,NO,medium,4,0.1,55649.3207342,193.6919482638527,8.055988491860385,4.159175724169126,0
40551424,"103.67844264,  24.245558",2010-11-25T12:13:05.817,WARM,SUB,NO,medium,4,0.02,55525.5090951,2006.4773170386202,57.092056106172535,2.845387566625237,0
40551680,"59.15158489, -41.3435694",2010-10-27T01:03:27.763,WARM,SUB,NO,medium,4,0.02,55496.0440713,1523.933261338383,69.38584822813033,4.553076567617713,0
40551936,"202.11286325,  59.945786",2011-01-11T04:55:59.479,WARM,SUB,NO,medium,4,0.02,55572.2055495,1971.1969241078364,49.05728674716279,2.488705524404474,0
40552192,"357.99014733,  77.599373",2010-10-03T23:14:27.036,WARM,SUB,NO,medium,4,0.02,55472.9683685,1872.0938436708298,47.72753635809997,2.549420079525239,0
40552704,"66.37243083,  17.9279049",2010-10-19T07:09:20.958,WARM,SUB,NO,medium,4,0.02,55488.2981592,6542.9264016016705,66.70620000689784,1.0195162823559891,0
40553472,"86.62662605,  56.1155757",2010-12-17T20:17:22.223,WARM,SUB,NO,medium,4,0.02,55547.8453961,1882.6078183630896,35.16564249136768,1.8679218341897614,0
40553984,"349.86099369,  79.003519",2010-10-09T02:51:12.358,WARM,SUB,NO,medium,4,0.02,55478.118893,2613.6776974827444,22.54755470335067,0.8626754065761978,0
40554240,"271.75641546,  30.562136",2010-10-26T11:33:04.714,WARM,SUB,NO,medium,4,0.02,55495.4813046,10881.430152445937,244.9242626063599,2.2508462506769447,0
40554496,"311.93745505, -36.594671",2010-11-23T21:42:18.978,WARM,SUB,NO,medium,4,0.1,55523.9043863,666.1066674974176,13.636573890377411,2.047205733821945,0
40555008,"284.25670771,  32.901270",2010-10-20T03:55:30.414,WARM,SUB,NO,medium,4,0.02,55489.1635465,10125.002166897111,134.1928899404207,1.325361592308135,0
40555264,"2.93341998, -35.13311999",2011-01-03T02:27:30.506,WARM,SUB,NO,medium,4,0.02,55564.1024364,6587.799801254538,73.4683596727917,1.1152184627529342,0
40555520,"119.490775, -0.81441667",2010-12-15T13:11:49.235,WARM,SUB,NO,medium,4,0.02,55545.5498754,2155.5981703880752,50.773079354022904,2.3554055691595877,0
40555776,"261.59256945, -24.175308",2010-10-16T09:40:21.773,WARM,SUB,NO,medium,4,0.02,55485.4030298,11331.885955611535,348.886286376558,3.0788016023386646,0
40556032,"21.0855403, -6.91464729",2011-02-08T18:06:37.120,WARM,SUB,NO,medium,4,0.02,55600.7545963,3298.902003564613,79.85852998525111,2.4207609046573784,0
40556288,"84.12912679,  11.32787",2010-11-24T06:44:31.884,WARM,SUB,NO,medium,4,0.02,55524.2809246,2535.470011660068,19.53427599802765,0.7704400331375965,0
40556544,"269.727858,  67.79358942",2010-09-19T01:24:16.087,WARM,SUB,NO,medium,4,0.1,55458.0585195,888.1036361082162,10.079974703590478,1.1349998236424543,0
40556800,"157.58386347, -71.992791",2010-09-23T09:29:05.547,WARM,SUB,NO,medium,4,0.02,55462.3952031,4379.088874003566,83.53518319552681,1.9075927801199217,0
40557056,"217.34297201,  80.809845",2010-11-28T01:36:17.109,WARM,SUB,NO,medium,4,0.02,55528.0668647,3186.896507390632,45.03179391937634,1.4130296925220043,0
40557568,"274.96183834, -1.9386125",2010-10-27T00:21:33.762,WARM,SUB,NO,medium,4,0.02,55496.0149741,1100.34250080833,77.96496552988097,7.085517961235397,0
40557824,"244.97975885,  39.708582",2010-10-01T08:04:50.037,WARM,SUB,NO,medium,4,0.02,55470.3366902,5106.914035570415,62.96705761902512,1.2329766504869715,0
40558080,"305.71820554,  14.551096",2010-12-18T03:25:30.777,WARM,SUB,NO,medium,4,0.02,55548.1427173,3208.444715619573,20.3560224653955,0.6344514015247606,0
40558592,"154.25369496,  47.308448",2011-01-04T16:28:37.777,WARM,SUB,NO,medium,4,0.02,55565.6865483,1206.600050579669,20.18103834823359,1.6725540777607553,0
40558848,"232.183476, -31.29389678",2010-09-26T06:00:06.049,WARM,SUB,NO,medium,4,0.1,55465.25007,576.5450067475184,17.717879204934228,3.07311293959281,0
40559104,"165.65975803,  21.967140",2011-01-19T22:58:36.518,WARM,SUB,NO,medium,4,0.02,55580.9573671,1775.1074727137814,18.36613128757611,1.0346489759010478,0
40559360,"198.18244001, -2.2650360",2011-03-29T09:08:39.433,WARM,SUB,NO,medium,4,0.02,55649.381012,1978.390865528325,49.40484890846683,2.4972238686147277,0
40559616,"80.96387346, -0.86662711",2010-10-27T19:38:04.142,WARM,SUB,NO,medium,4,0.02,55496.8181035,3429.469648577483,46.06842518929411,1.3433104797531283,0
40560640,"195.44553012,  63.610221",2011-01-03T21:16:57.097,WARM,SUB,NO,medium,4,0.02,55564.886772,3011.7367680034513,25.57194110985568,0.8490762334056139,0
40560896,"201.43971785,  56.970493",2011-01-18T15:20:24.586,WARM,SUB,NO,medium,4,0.02,55579.6391734,2114.0217217865606,42.20444939083539,1.99640566394788,0
40561152,"209.56778418, -42.100766",2011-04-18T20:45:18.643,WARM,SUB,NO,medium,4,0.02,55669.8647991,4561.64629311164,36.61378472641917,0.8026440976300198,0
40561664,"91.98021212,  67.9768207",2010-12-20T17:43:21.405,WARM,SUB,NO,medium,4,0.1,55550.7384422,680.5409921463036,16.248953257338773,2.3876523890342747,0
40562944,"294.6715965,  54.9737894",2010-09-01T17:22:12.040,WARM,SUB,NO,medium,4,0.02,55440.7237505,3619.7794948176124,151.37405052205645,4.181858335259829,0
40563456,"123.81633212, -62.915644",2011-01-22T19:39:07.691,WARM,SUB,NO,medium,4,0.02,55583.818839,3466.810048918071,66.89738342906097,1.929652403365406,0
40563712,"201.30642817,  54.987972",2011-01-18T15:18:34.879,WARM,SUB,NO,medium,4,0.02,55579.6379037,10668.410430860728,86.79919306944943,0.813609427870938,0
40564224,"282.06834483,  23.514747",2010-10-26T11:45:20.424,WARM,SUB,NO,medium,4,0.02,55495.4898197,3093.40950204933,66.84938518571691,2.1610260504285113,0
40564480,"20.96195959,  17.8183455",2010-10-01T16:47:29.303,WARM,SUB,NO,medium,4,0.02,55470.6996447,1883.2185806199445,40.569457961559536,2.1542617717909467,0
40564736,"300.14814762, -72.910504",2010-10-27T01:40:30.042,WARM,SUB,NO,medium,4,0.02,55496.0697922,7067.364275945109,97.87843085531635,1.384935416283282,0
40564992,"271.71162929,  8.8759142",2010-10-20T04:23:11.439,WARM,SUB,NO,medium,4,0.02,55489.1827713,1590.3314031380019,27.486258604108095,1.7283352733821957,0
40565504,"271.707888, -43.42522122",2010-10-13T09:09:49.124,WARM,SUB,NO,medium,4,0.02,55482.3818186,5141.0603679067235,129.02429987617103,2.50968264604731,0
40565760,"349.77249627, -60.520663",2010-12-14T15:01:22.064,WARM,SUB,NO,medium,4,0.02,55544.6259498,1194.0903191252605,33.1516053411692,2.776306348874401,0
40566016,"18.60017189, -7.9228256",2011-01-29T18:01:58.899,WARM,SUB,NO,medium,4,0.02,55590.7513761,7394.598910304188,53.56413432037082,0.7243683527679986,0
40566528,"340.36549839,  10.831358",2011-01-02T21:33:00.563,WARM,SUB,NO,medium,4,0.02,55563.8979232,10406.155668367084,214.92934497092654,2.0654058215203777,0
40567040,"47.984459,  74.3936575",2010-10-18T21:46:12.384,WARM,SUB,NO,medium,4,0.02,55487.9070878,3748.3354244063985,32.351872794254994,0.8630997264439952,0
40567296,"107.39745776,  25.728647",2010-11-25T17:17:36.060,WARM,SUB,NO,medium,4,0.02,55525.7205563,2306.013333314155,37.85088277972829,1.6413991295241028,0
40567552,"178.3200827, -36.5773545",2011-04-01T07:34:13.102,WARM,SUB,NO,medium,4,0.02,55652.3154294,1487.271050733727,44.89164277819948,3.018390141867734,0
40568064,"311.0097284, -51.9209738",2010-11-26T15:16:23.003,WARM,SUB,NO,medium,4,0.02,55526.6363773,8116.686224540678,139.24294132477834,1.715514650594468,0
40568320,"332.0718242,  25.5435205",2011-01-03T06:42:01.053,WARM,SUB,NO,medium,4,0.02,55564.2791789,2219.4391032909803,33.26827649774001,1.498949732317948,0
40568832,"104.39128145, -24.630806",2010-11-26T00:07:00.116,WARM,SUB,NO,medium,4,0.02,55526.0048625,4626.3223144470385,12.975468423320812,0.2804704804678467,0
40569088,"37.20206036,  29.9317579",2010-09-19T06:52:45.520,WARM,SUB,NO,medium,4,0.02,55458.286638,5003.100907695977,207.85003155925642,4.154424134031214,0
40570112,"133.79909191, -54.965767",2011-01-23T19:48:22.411,WARM,SUB,NO,medium,4,0.02,55584.8252594,4383.60586354158,87.0682594023252,1.9862246313353877,0
40570624,"213.91118924, -45.000757",2010-09-18T07:39:31.393,WARM,SUB,NO,medium,4,0.02,55457.3191133,3311.117465450288,14.171231017092598,0.4279893771502128,0
40570880,"52.33246625, -11.6783680",2010-09-28T20:04:43.087,WARM,SUB,NO,medium,4,0.02,55467.8366098,898.9107287005695,15.61930909872251,1.7375817864918777,0
40571904,"46.06882069, -7.60085478",2010-10-14T09:06:19.364,WARM,SUB,NO,medium,4,0.02,55483.3793908,3686.3969871120817,74.7157365067298,2.0267957240617758,0
40572160,"133.00144984,  66.131496",2010-12-22T01:15:46.947,WARM,SUB,NO,medium,4,0.02,55552.0526267,1380.9161451912314,55.04813997018163,3.98634921909458,0
40572416,"220.6402,  19.47978208",2011-04-08T13:31:57.023,WARM,SUB,NO,medium,4,0.02,55659.5638544,1548.029194899367,53.22600061186728,3.4383072869195694,0
40572672,"326.23669989, -33.025790",2011-06-27T10:28:43.660,WARM,SUB,NO,medium,4,0.02,55739.4366164,4769.495901603326,39.72935378305252,0.83298852966195,0
40572928,"200.5404369,  5.15475818",2011-03-29T08:50:37.946,WARM,SUB,NO,medium,4,0.02,55649.3684947,1720.6555141216252,30.609636448610296,1.7789520445779736,0
40573184,"285.35992617,  46.934761",2010-09-01T17:12:26.560,WARM,SUB,NO,medium,4,0.02,55440.7169741,4637.492726427716,138.68581495117996,2.9905343928810937,0
40573440,"255.29011462,  27.196525",2010-10-26T11:41:48.713,WARM,SUB,NO,medium,4,0.02,55495.4873694,1971.676480089429,74.98306569249532,3.8030106079621295,0
40573696,"113.29860692,  3.2903802",2010-12-05T00:44:13.824,WARM,SUB,NO,medium,4,0.02,55535.0307156,3357.24628796306,79.82714481805083,2.377756588912168,0
40574208,"39.00323203, -23.5213239",2010-10-10T05:34:05.465,WARM,SUB,NO,medium,4,0.02,55479.2320077,1484.9987690266566,28.11821855041731,1.8934843002494484,0
40574464,"88.71151812,  55.7069657",2010-11-19T05:26:39.300,WARM,SUB,NO,medium,4,0.02,55519.2268437,3560.75814903799,47.180699261830114,1.3250183608953314,0
40575744,"144.20641049, -49.355024",2011-01-30T12:54:49.174,WARM,SUB,NO,medium,4,0.02,55591.5380691,7958.780801434053,121.64306989952127,1.5284133705203065,0
40576000,"200.42352079,  2.0872386",2011-04-01T07:00:12.581,WARM,SUB,NO,medium,4,0.02,55652.2918123,1862.0602384037163,45.658187985752285,2.4520252913457603,0
40576256,"77.94353739,  4.40354438",2010-10-30T14:15:23.745,WARM,SUB,NO,medium,4,0.02,55499.5940248,1760.530980985489,58.69367405682025,3.333862038824526,0
40577024,"319.13527946,  9.3938263",2010-12-15T04:32:55.918,WARM,SUB,NO,medium,4,0.02,55545.1895361,2113.3128045505714,0.0,0.0,0
40577536,"234.56768264,  46.797738",2011-04-15T11:49:33.708,WARM,SUB,NO,medium,4,0.02,55666.4927512,3620.325302270688,61.661218794701306,1.7031955320707521,0
40577792,"216.04726996,  5.8201222",2011-04-15T17:58:59.961,WARM,SUB,NO,medium,4,0.02,55666.7493051,3535.7915639151606,64.48835097787847,1.8238730935392273,0
40578304,"174.35241675,  47.462490",2011-01-08T22:02:51.338,WARM,SUB,NO,medium,4,0.1,55569.9186497,742.9613808618719,37.70169066854193,5.074515531992539,0
40578560,"291.38413815,  66.793926",2010-09-19T01:50:41.519,WARM,SUB,NO,medium,4,0.02,55458.0768694,278.35666687396474,40.14717106373619,14.422924198152637,0
40579072,"10.29947492,  9.35505792",2010-09-06T13:08:08.389,WARM,SUB,NO,medium,4,0.02,55445.5473193,2283.075062697631,88.80463602588162,3.8896941005939607,0
40580096,"104.32326779, -35.507154",2010-12-01T23:12:29.292,WARM,SUB,NO,medium,4,0.02,55531.9670057,2696.225350662795,30.429927882238452,1.1286121864686893,0
40580608,"47.92779442,  81.4707119",2010-10-27T06:47:00.187,WARM,SUB,NO,medium,4,0.02,55496.2826411,1670.3694545995718,87.4885111332958,5.237674269748242,0
40580864,"45.4755895,  26.46235552",2010-09-30T17:54:50.745,WARM,SUB,NO,medium,4,0.02,55469.7464207,1682.7577749117706,33.36023839933036,1.982474179985856,0
40581376,"48.77662625, -45.6648222",2010-10-08T08:29:20.381,WARM,SUB,NO,medium,4,0.02,55477.3537081,2348.4291021591475,68.86395490678262,2.932341233698265,0
40581632,"269.52907795,  15.139419",2010-10-26T11:28:22.218,WARM,SUB,NO,medium,4,0.02,55495.4780349,1602.3089918888618,54.72124104013843,3.4151490952834873,0
40582656,"76.66929029,  51.5977229",2010-10-26T20:39:20.115,WARM,SUB,NO,medium,4,0.02,55495.8606495,6592.627545945028,126.64485741746174,1.9210073151388334,0
40583424,"165.0344897, -51.8178016",2011-04-15T22:26:54.097,WARM,SUB,NO,medium,4,0.02,55666.9353484,1734.0484817209565,45.87727591699792,2.645674351126966,0
40583680,"95.26698606,  29.3717477",2010-11-25T12:20:38.637,WARM,SUB,NO,medium,4,0.02,55525.5143361,1206.4598947719926,44.86084318506352,3.718386610235537,0
40583936,"113.25241805,  37.029847",2010-12-17T18:55:48.897,WARM,SUB,NO,medium,4,0.02,55547.7887604,1820.9706726737395,61.974029333198864,3.4033513149446892,0
40584448,"10.8383911, -57.46306547",2010-09-02T06:15:12.900,WARM,SUB,NO,medium,4,0.02,55441.260566,5558.919641068848,37.65191959467358,0.677324408802463,0
40584704,"63.78972678, -4.41843921",2010-10-19T06:56:28.955,WARM,SUB,NO,medium,4,0.02,55488.289224,1073.7713280903959,52.2932115041926,4.870051018887913,0
40585472,"206.31132156,  8.8359768",2011-03-31T22:49:43.005,WARM,SUB,NO,medium,4,0.02,55651.9511922,1302.8835891321958,27.05766561173428,2.076752354349357,0
40586240,"33.06420846,  23.9582028",2010-09-27T07:54:05.523,WARM,SUB,NO,medium,4,0.02,55466.3292306,1634.180592941129,59.3964403796116,3.6346313642553056,0
40586496,"259.35626981, -66.951036",2010-10-27T16:18:54.868,WARM,SUB,NO,medium,4,0.02,55496.6798017,4179.434983030117,24.05675011371659,0.5755981421267449,0
40586752,"22.03608731, -52.6386520",2010-09-07T08:42:33.743,WARM,SUB,NO,medium,4,0.1,55446.3628905,595.4175904294367,12.138692462106254,2.038685564084761,0
40587520,"60.20319124,  18.1940000",2010-10-19T07:11:42.048,WARM,SUB,NO,medium,4,0.02,55488.2997922,2915.566735179418,47.61134017070598,1.6330046435303451,0
40587776,"7.8892596, -62.96559275",2010-09-02T06:04:09.022,WARM,SUB,NO,medium,4,0.02,55441.2528822,6772.808884738897,5.887984306168163,0.08693563344797016,0
40588032,"18.43856185,  7.57824407",2010-09-06T13:03:21.659,WARM,SUB,NO,medium,4,0.02,55445.5440007,2665.378446185926,600.4289649649576,22.52696857454343,0
40588288,"7.8861288, -62.95821854",2010-09-02T06:05:15.600,WARM,SUB,NO,medium,4,0.02,55441.2536528,4606.797796473088,57.103495953795345,1.2395485644608306,0
40588800,"259.7101973, -2.81050114",2010-10-26T11:06:30.528,WARM,SUB,NO,medium,4,0.02,55495.4628533,2083.1765723682383,74.6306337994762,3.582539991539609,0
40589056,"248.34741647, -4.2619799",2010-09-26T05:33:28.648,WARM,SUB,NO,medium,4,0.02,55465.2315816,1230.4042132756376,40.58287778196547,3.298337029741137,0
40589312,"3.20937206, -57.91260987",2010-09-02T06:17:19.103,WARM,SUB,NO,medium,4,0.02,55441.2620267,2168.139677232904,65.47530933582524,3.019884282519489,0
40589568,"104.26955225,  30.756491",2010-11-22T00:47:46.805,WARM,SUB,NO,medium,4,0.02,55522.0331806,1014.002655754456,43.23598304517419,4.263892485863856,0
40589824,"297.01260475, -13.703614",2010-12-14T16:24:19.453,WARM,SUB,NO,medium,4,0.02,55544.6835585,1557.8264762756285,44.251241677388116,2.8405757862828027,0
40590336,"188.37412385, -75.386458",2010-10-18T08:59:21.004,WARM,SUB,NO,medium,4,0.1,55487.3745487,252.70720121486139,15.673639704427625,6.202292466965076,0
40590848,"278.81038622,  41.581555",2010-09-01T17:05:44.666,WARM,SUB,NO,medium,4,0.02,55440.7123225,1364.4134270201885,56.65129059091389,4.152061938780353,0
40591104,"49.84818769, -36.5648727",2010-10-09T00:33:43.384,WARM,SUB,NO,medium,4,0.02,55478.0234188,888.0544520091239,34.05686258671025,3.834997111906867,0
40593152,"235.14404184, -18.049026",2010-09-22T09:17:23.733,WARM,SUB,NO,medium,4,0.02,55461.3870802,1686.9054629889242,42.838324736852606,2.539462090599316,0
40593408,"339.24522521, -40.591035",2010-12-17T17:28:25.774,WARM,SUB,NO,medium,4,0.02,55547.7280761,1628.907661104938,42.23761113731722,2.593002178445533,0
40593664,"354.48667712,  18.400665",2011-01-18T15:52:16.572,WARM,SUB,NO,medium,4,0.02,55579.6613029,1918.4438534082894,52.65172668904388,2.7445018312891105,0
40593920,"40.35786754,  5.988443",2010-09-19T06:35:36.447,WARM,SUB,NO,medium,4,0.1,55458.2747274,583.3524023700959,24.505326339693813,4.200775764380398,0
40594176,"339.12209292, -40.582705",2010-12-20T01:16:36.517,WARM,SUB,NO,medium,4,0.02,55550.0532004,1259.6784562999146,39.872234172309035,3.1652707858024947,0
40594432,"337.49140004,  4.4316915",2011-01-02T22:57:14.361,WARM,SUB,NO,medium,4,0.02,55563.9564162,4294.407692178902,47.44961912611195,1.104916499021007,0
40594688,"296.41644716,  7.6131562",2011-06-10T11:08:47.495,WARM,SUB,NO,medium,4,0.02,55722.4644386,1935.778931646154,36.71095031346241,1.8964433238378122,0
40595200,"345.11647312, -26.311887",2010-12-22T06:27:11.979,WARM,SUB,NO,medium,4,0.02,55552.2688886,1058.9198645203135,0.0,0.0,0
40595712,"2.6607646, -73.22430218",2010-08-28T06:07:43.352,WARM,SUB,NO,medium,4,0.02,55436.2553629,1583.2152306176924,51.91915170051381,3.279348928462337,0
40596736,"79.6966295, -21.39376261",2010-11-11T08:16:58.569,WARM,SUB,NO,medium,4,0.02,55511.3451223,1458.293048010558,44.822892604767866,3.073654685929995,0
40597248,"39.25218115,  24.6472189",2010-09-19T06:50:29.223,WARM,SUB,NO,medium,4,0.02,55458.2850605,2022.1221453779926,55.15198787003406,2.727431080070812,0
40597504,"121.2687058,  13.1182198",2010-12-15T13:53:32.786,WARM,SUB,NO,medium,4,0.02,55545.5788517,2654.8168778600893,52.38325207649194,1.9731399371965486,0
40597760,"271.95628432,  26.097322",2010-10-21T08:58:59.182,WARM,SUB,NO,medium,4,0.02,55490.3742961,1703.5475604825951,125.29028129308514,7.354668821667172,0
40598016,"219.94594788, -26.698056",2010-08-31T07:57:54.459,WARM,SUB,NO,medium,4,0.1,55439.3318803,567.7287870070919,19.036818351270284,3.3531536161178455,0
40598272,"181.31299043,  76.905732",2010-12-23T14:42:34.580,WARM,SUB,NO,medium,4,0.02,55553.6129002,14146.215142132423,640.9162593352266,4.530655393656157,0
40599040,"213.67067854,  21.873395",2011-04-15T15:09:50.576,WARM,SUB,NO,medium,4,0.02,55666.6318354,1420.9397430592755,49.962402961402624,3.516152124356367,0
40599296,"229.73113757, -1.5923882",2011-04-17T03:31:10.029,WARM,SUB,NO,medium,4,0.02,55668.1466439,1686.611169703691,95.39040463241328,5.655743679746396,0
40600320,"91.19450608, -48.4582973",2010-10-25T11:34:48.707,WARM,SUB,NO,medium,4,0.02,55494.4825082,3657.4999888320303,174.89539227816195,4.781828921727824,0
40600576,"125.23053868,  14.071333",2010-12-17T18:36:30.437,WARM,SUB,NO,medium,4,0.1,55547.7753523,763.0779838489316,19.12396314808632,2.5061610415787254,0
40601600,"314.67433373, -14.483125",2010-11-30T00:18:25.256,WARM,SUB,NO,medium,4,0.02,55530.0127923,2167.4716573076025,80.34549582838343,3.706876422466686,0
40602112,"50.89690051, -40.0763802",2010-10-09T00:35:46.672,WARM,SUB,NO,medium,4,0.02,55478.0248457,3866.275740394041,94.51744485275731,2.4446638367061824,0
40602368,"211.51153848, -41.179632",2011-04-18T20:43:33.167,WARM,SUB,NO,medium,4,0.02,55669.8635783,2946.903000495932,44.1363765433187,1.497720710043426,0
40602624,"221.05698187, -8.2519278",2010-09-19T10:03:34.275,WARM,SUB,NO,medium,4,0.02,55458.4191467,1843.5137089823827,0.0,0.0,0
40602880,"180.901429, -39.00908047",2011-04-12T20:03:00.303,WARM,SUB,NO,medium,4,0.02,55663.8354202,2437.686443686938,25.152849553732082,1.0318328519597888,0
40603136,"230.78886483, -36.858576",2010-09-26T06:07:52.849,WARM,SUB,NO,medium,4,0.02,55465.2554728,2874.8188791488174,47.25225110424796,1.6436601083626705,0
40603392,"308.48771213,  13.027230",2010-12-18T03:15:59.360,WARM,SUB,NO,medium,4,0.02,55548.1361037,2363.6589974124327,17.57056335362411,0.7433628697227106,0
40603648,"68.91356374,  10.1607670",2010-10-19T06:59:52.248,WARM,SUB,NO,medium,4,0.02,55488.2915769,9224.528485825513,147.92241043265855,1.6035769271020992,0
40604928,"238.40232865,  68.720114",2010-12-22T13:24:34.104,WARM,SUB,NO,medium,4,0.02,55552.5587281,1861.5871025048846,31.96205857148515,1.716925226247977,0
40605184,"169.78287627,  38.185568",2011-01-18T12:23:19.228,WARM,SUB,NO,medium,4,0.02,55579.5161948,4783.311096684967,45.55456546080623,0.9523646808667208,0
40605440,"9.22021333,  33.71934754",2010-10-01T16:55:01.693,WARM,SUB,NO,medium,4,0.02,55470.7048807,3827.6206588426066,51.287184871052546,1.3399233999996418,0
40605952,"346.86964871,  21.134250",2011-01-09T23:44:24.133,WARM,SUB,NO,medium,4,0.1,55570.9891682,2267.6979230013894,33.57771412720458,1.4806960744913997,0
40606208,"228.95448996,  0.3721377",2011-04-17T04:34:37.723,WARM,SUB,NO,medium,4,0.02,55668.1907144,2541.013257545691,72.96243574477312,2.871391384051492,0
40606464,"252.78090321,  9.4043173",2010-10-20T05:20:37.623,WARM,SUB,NO,medium,4,0.02,55489.2226577,2206.7660644260186,47.671311938479164,2.160234050494088,0
40606720,"219.18388531, -40.211580",2010-09-26T09:04:11.187,WARM,SUB,NO,medium,4,0.02,55465.3779073,1198.7805288547538,30.146493875369885,2.5147633907742994,0
40607488,"249.28511996,  0.2543428",2010-09-26T05:31:21.340,WARM,SUB,NO,medium,4,0.02,55465.2301081,2849.738531772639,35.09713472924348,1.2315914017350853,0
40608000,"279.38965741,  62.526572",2010-09-19T00:10:01.413,WARM,SUB,NO,medium,4,0.02,55458.0069608,1546.3203979401414,22.872413034691384,1.4791509615445675,0
40608768,"270.62808754,  58.627265",2010-09-19T01:13:39.694,WARM,SUB,NO,medium,4,0.02,55458.0511539,829.389561670913,41.77970378543392,5.037404100102644,0
40610048,"232.15932144,  1.8420801",2010-09-20T01:19:30.812,WARM,SUB,NO,medium,4,0.02,55459.0552177,4300.036462861932,19.52020761089731,0.4539544671187612,0
40610304,"75.19637505, -57.2570703",2010-09-25T21:17:09.346,WARM,SUB,NO,medium,4,0.02,55464.8869137,1167.8549738578995,49.18297331367577,4.211393915736337,0
40611072,"64.49290035, -38.4290283",2010-10-27T00:56:50.068,WARM,SUB,NO,medium,4,0.02,55496.0394684,915.8290765153449,56.45153712773076,6.163981748922437,0
40611584,"172.93726921,  14.364503",2011-01-26T17:16:19.573,WARM,SUB,NO,medium,4,0.02,55587.719671,3065.259984859723,47.321295596253776,1.5437938651203633,0
40611840,"69.81877081,  15.9179723",2010-10-19T07:04:03.435,WARM,SUB,NO,medium,4,0.02,55488.2944842,5837.6885727473555,279.46836110622496,4.787311923607814,0
40612096,"99.06305286,  58.1067829",2010-12-20T17:36:31.139,WARM,SUB,NO,medium,4,0.02,55550.7336937,2080.9509270783406,44.77038333547592,2.1514386885775165,0
40612352,"222.00593977,  38.466234",2011-04-16T19:01:49.958,WARM,SUB,NO,medium,4,0.02,55667.7929393,883.0854853180792,38.99981823043944,4.416312902752791,0
